title,info
Ben-Hur,"['film', 'benhur', '1959', 'christ', 'roman', 'ben', 'hur', 'best', 'epic', 'direct']['Action', 'Adventure', 'Drama', 'History']"
The Grey,"['oil', 'drill', 'team', 'struggl', 'surviv', 'plane', 'crash', 'strand', 'wild', 'alaska']['Action', 'Drama', 'Thriller']"
Withnail & I,"['withnail', 'live', 'uncl', 'actor', 'flat', 'countri', 'monti', 'marwood', 'two', 'rest']['Comedy', 'Drama']"
Cop Out,"['jimmi', 'paul', 'card', 'without', 'pay', 'detect', 'despit', 'nine', 'year', 'partner']['Action', 'Comedy', 'Crime']"
Child's Play 2,"['chucki', 'back', 'doll', 'possess', 'soul', 'serial', 'killer', 'butcher', 'stand', 'way']['Drama', 'Horror']"
Alvin and the Chipmunks: The Road Chip,"['new', 'seri', 'misunderstand', 'alvin', 'simon', 'theodor', 'come', 'believ', 'dave', 'go']['Adventure', 'Animation', 'Comedy', 'Family']"
Barbarella,"['far', 'futur', 'high', 'sexual', 'woman', 'task', 'find', 'stop', 'evil', 'duranddurand']['Science Fiction']"
The Simpsons Movie,"['homer', 'accident', 'pollut', 'town', 'water', 'suppli', 'springfield', 'encas', 'gigant', 'dome']['Animation', 'Comedy', 'Family']"
Jobs,"['stori', 'steve', 'job', 'ascens', 'colleg', 'dropout', 'one', 'rever', 'creativ', 'entrepreneur']['Drama', 'History']"
Mechanic: Resurrection,"['arthur', 'bishop', 'thought', 'put', 'murder', 'past', 'behind', 'formid', 'foe', 'kidnap']['Action', 'Crime', 'Thriller']"
Mary Shelley's Frankenstein,"['frankenstein', 'base', 'mari', 'shelley', 'novel', 'tell', 'stori', 'victor', 'promis', 'young']['Drama', 'Horror', 'Science Fiction', 'Romance']"
Trading Places,"['snobbish', 'investor', 'wili', 'street', 'conartist', 'find', 'posit', 'revers', 'part', 'bet']['Comedy']"
To Kill a Mockingbird,"['scout', 'finch', 'robinson', 'trial', 'reaction', 'small', 'alabama', 'town', '1930s', 'scrupul']['Crime', 'Drama']"
Friend Request,"['life', 'laura', 'enjoy', 'colleg', 'popular', 'student', 'share', 'everyth', '800', 'friend']['Horror', 'Thriller']"
The Goonies,"['mikey', 'young', 'teenag', 'name', 'walsh', 'find', 'old', 'treasur', 'map', 'father']['Adventure', 'Comedy', 'Family']"
Sleeping Beauty,"['princess', 'determin', 'beauti', 'born', 'faraway', 'kingdom', 'destin', 'terribl', 'curs', 'prick']['Fantasy', 'Animation', 'Romance', 'Family']"
The Polar Express,"['doubt', 'young', 'boy', 'take', 'extraordinari', 'train', 'ride', 'north', 'pole', 'embark']['Adventure', 'Animation', 'Family', 'Fantasy']"
Scary Movie 5,"['famili', 'home', 'newlyform', 'happi', 'parent', 'dan', 'jodi', 'haunt', 'sinist', 'paranorm']['Comedy']"
Conspiracy Theory,"['theori', 'man', 'obsess', 'conspiraci', 'becom', 'target', 'one', 'turn', 'true', 'unfortun']['Action', 'Drama', 'Mystery', 'Thriller']"
Fatal Attraction,"['marri', 'man', 'one', 'night', 'stand', 'come', 'back', 'haunt', 'lover', 'begin']['Romance', 'Drama', 'Thriller', 'Horror', 'Mystery']"
Mission: Impossible - Ghost Protocol,"['ethan', 'team', 'hendrick', 'stop', '4th', 'instal', 'mission', 'imposs', 'seri', 'hunt']['Action', 'Thriller', 'Adventure']"
The Mummy: Tomb of the Dragon Emperor,"['oconnel', 'emperor', 'archaeologist', 'rick', 'travel', 'china', 'pit', '2000yearold', 'han', 'dynasti']['Adventure', 'Action', 'Fantasy']"
Red Heat,"['partner', 'chicago', 'tough', 'russian', 'policeman', 'forc', 'cocki', 'polic', 'detect', 'sent']['Action', 'Crime']"
Shooter,"['marksman', 'live', 'exil', 'coax', 'back', 'action', 'learn', 'plot', 'kill', 'presid']['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']"
The Motel Life,"['pair', 'workingclass', 'brother', 'flee', 'reno', 'motel', 'get', 'involv', 'fatal', 'hitandrun']['Drama', 'Mystery', 'Thriller']"
Monsters vs Aliens,"['susan', 'murphi', 'unwit', 'clobber', 'meteor', 'full', 'outer', 'space', 'gunk', 'wed']['Animation', 'Family', 'Adventure', 'Science Fiction']"
Session 9,"['tension', 'rise', 'within', 'asbesto', 'clean', 'crew', 'work', 'abandon', 'mental', 'hospit']['Horror', 'Mystery']"
Gone with the Wind,"['american', 'classic', 'manipul', 'woman', 'roguish', 'man', 'carri', 'turbul', 'love', 'affair']['Drama', 'Romance', 'War']"
Argo,"['iranian', 'revolut', 'reach', 'boil', 'point', 'cia', 'exfiltr', 'specialist', 'concoct', 'riski']['Drama', 'Thriller']"
Color of Night,"['new', 'york', 'psychiatrist', 'bill', 'capa', 'visit', 'los', 'angel', 'take', 'murder']['Drama', 'Mystery', 'Romance', 'Thriller']"
The NeverEnding Story,"['young', 'fantasia', 'book', 'hide', 'bulli', 'school', 'attic', 'boy', 'discov', 'extraordinari']['Drama', 'Family', 'Fantasy', 'Adventure']"
Wimbledon,"['player', 'pro', 'tenni', 'lost', 'ambit', 'fallen', 'rank', '119', 'fortun', 'meet']['Comedy', 'Romance']"
Step Up,"['dream', 'one', 'baltimor', 'everyon', 'deserv', 'chanc', 'follow', 'peopl', 'get', 'shot']['Music', 'Drama', 'Romance', 'Crime']"
The Getaway,"['doc', 'mccoy', 'prison', 'benyon', 'put', 'partner', 'chicken', 'flew', 'without', 'exchang']['Drama', 'Action', 'Thriller']"
How I Live Now,"['american', 'girl', 'holiday', 'english', 'countrysid', 'famili', 'find', 'hide', 'fight', 'surviv']['Drama', 'Action', 'Thriller', 'War']"
Experiment in Terror,"['kelli', 'sherwood', 'terror', 'man', 'asthmat', 'voic', 'plan', 'use', 'steal', '100000']['Crime', 'Thriller']"
Malcolm X,"['biopic', 'controversi', 'influenti', 'black', 'nationalist', 'leader']['Drama', 'History']"
Grease 2,"['new', 'pink', 'tbird', '1961', 'two', 'year', 'origin', 'greas', 'gang', 'graduat']['Comedy', 'Drama', 'Family', 'Music', 'Romance']"
Friday the 13th,"['camp', 'ignor', 'warn', 'local', 'group', 'teenag', 'counselor', 'take', 'job', 'reopen']['Horror']"
Pinocchio,"['pinocchio', 'geppetto', 'right', 'lone', 'toymak', 'wish', 'answer', 'blue', 'fairi', 'arriv']['Animation', 'Family']"
Escape Plan,"['secur', 'prison', 'skill', 'put', 'ray', 'breslin', 'world', 'foremost', 'author', 'structur']['Action', 'Thriller']"
Meet the Parents,"['greg', 'pam', 'jack', 'byrn', 'focker', 'readi', 'marri', 'girlfriend', 'pop', 'question']['Comedy', 'Romance']"
New Police Story,"['gang', 'sent', 'drunken', 'tailspin', 'entir', 'unit', 'kill', 'thrillseek', 'punk', 'disgrac']['Action', 'Thriller', 'Crime', 'Drama']"
Cinema Paradiso,"['theater', 'filmmak', 'recal', 'childhood', 'fell', 'love', 'movi', 'villag', 'form', 'deep']['Drama', 'Romance']"
Moonlight,"['tender', 'heartbreak', 'stori', 'young', 'man', 'struggl', 'find', 'told', 'across', 'three']['Drama']"
Mirror Mirror,"['evil', 'snow', 'white', 'spend', 'money', 'enchantress', 'queen', 'scheme', 'marri', 'handsom']['Adventure', 'Fantasy', 'Drama', 'Comedy', 'Science Fiction', 'Family']"
Silence,"['two', 'jesuit', 'priest', 'travel', 'seventeenth', 'centuri', 'japan', 'tokugawa', 'shogun', 'ban']['Drama', 'History']"
Young Detective Dee: Rise of the Sea Dragon,"['prequel', 'detect', 'dee', 'mysteri', 'phantom', 'flame']['Action', 'Crime', 'Fantasy', 'Adventure']"
The Power of One,"['geel', 'english', 'orphan', 'terror', 'famili', 'polit', 'belief', 'africa', 'turn', 'friend']['Drama']"
The Fighter,"['fighter', 'drama', 'boxer', 'irish', 'micki', 'ward', 'unlik', 'road', 'world', 'light']['Drama']"
Ex Machina,"['caleb', 'world', 'compani', 'year', 'old', 'coder', 'largest', 'internet', 'win', 'competit']['Drama', 'Science Fiction']"
The Mask,"['ipkiss', 'mask', 'bank', 'timid', 'clerk', 'stanley', 'discov', 'magic', 'contain', 'spirit']['Romance', 'Comedy', 'Crime', 'Fantasy']"
No Escape,"['new', 'oversea', 'home', 'american', 'famili', 'soon', 'find', 'caught', 'middl', 'coup']['Action', 'Thriller']"
Snowpiercer,"['futur', 'fail', 'globalwarm', 'experi', 'kill', 'life', 'planet', 'class', 'system', 'evolv']['Action', 'Science Fiction', 'Drama']"
Sharpay's Fabulous Adventure,"['sharpay', 'find', 'talent', 'scout', 'spot', 'perform', 'dog', 'boi', 'chariti', 'gala']['Family', 'Music']"
Hart's War,"['mcnamara', 'col', 'camp', 'honor', 'destroy', 'visser', 'fourthgener', 'armi', 'william', 'imprison']['Drama', 'War']"
Children of Men,"['help', '2027', 'chaotic', 'world', 'human', 'longer', 'procreat', 'former', 'activist', 'agre']['Drama', 'Action', 'Thriller', 'Science Fiction']"
My Best Friend's Girl,"['alexi', 'tank', 'dustin', 'girlfriend', 'break', 'employ', 'best', 'buddi', 'take', 'worst']['Romance', 'Comedy']"
Silent Running,"['pod', 'spacecraft', 'love', 'futur', 'earth', 'barren', 'flora', 'fauna', 'planet', 'ecosystem']['Adventure', 'Drama', 'Science Fiction']"
Gosford Park,"['multipl', 'storylin', 'drama', 'set', '1932', 'show', 'live', 'upstair', 'guest', 'downstair']['Drama', 'Mystery', 'Thriller']"
Salem's Lot,"['writer', 'ben', 'mear', 'return', 'childhood', 'home', 'jerusalem', 'lot', 'discov', 'terror']['Horror', 'Drama', 'Mystery', 'Thriller']"
Jackass: The Movie,"['johnni', 'time', 'jackass', 'movi', 'knoxvill', 'crazi', 'friend', 'appear', 'big', 'screen']['Documentary', 'Comedy']"
Taxi Driver,"['mental', 'unstabl', 'vietnam', 'war', 'veteran', 'work', 'nighttim', 'taxi', 'driver', 'new']['Crime', 'Drama']"
The Terminal,"['viktor', 'navorski', 'man', 'without', 'countri', 'plane', 'took', 'coup', 'detat', 'explod']['Comedy', 'Drama']"
Gone in Sixty Seconds,"['kip', 'car', 'randal', 'upon', 'learn', 'come', 'retir', 'steal', 'car', 'one']['Action', 'Crime', 'Thriller']"
Wrong Turn,"['chris', 'crash', 'carload', 'young', 'peopl', 'group', 'strand', 'motorist', 'soon', 'lost']['Horror', 'Thriller']"
Moonlight Mile,"['cope', 'death', 'fiance', 'along', 'parent', 'young', 'man', 'must', 'figur', 'want']['Romance', 'Drama']"
Star Wars: Episode II - Attack of the Clones,"['padmé', 'anakin', 'naboo', 'jedi', 'ten', 'year', 'invas', 'galaxi', 'brink', 'civil']['Adventure', 'Action', 'Science Fiction']"
Shrek the Third,"['king', 'far', 'shrek', 'away', 'die', 'fiona', 'becom', 'amp', 'queen', 'howev']['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']"
Wolf,"['publish', 'randal', 'becom', 'werewolf', 'fight', 'keep', 'job']['Fantasy']"
Beloved Sisters,"['love', 'triangl', 'form', 'postenlighten', 'writer', 'friedrich', 'schiller', 'two', 'sister', 'one']['Romance', 'Drama', 'History']"
Dying of the Light,"['lake', 'evan', 'veteran', 'cia', 'agent', 'order', 'retir', 'protégé', 'uncov', 'evid']['Thriller', 'Drama']"
Action Jackson,"['vengenc', 'drive', 'tough', 'detroit', 'cop', 'stay', 'trail', 'power', 'hungri', 'auto']['Action', 'Adventure', 'Comedy', 'Crime', 'Drama']"
Hercules,"['hercul', 'bestow', 'superhuman', 'strength', 'young', 'mortal', 'name', 'set', 'prove', 'hero']['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy', 'Romance']"
Hugo,"['hugo', 'train', 'station', 'father', 'clock', 'automaton', 'man', 'orphan', 'boy', 'live']['Adventure', 'Drama', 'Family']"
Life of Pi,"['stori', 'indian', 'boy', 'name', 'zookeep', 'son', 'find', 'compani', 'hyena', 'zebra']['Adventure', 'Drama', 'Action']"
Dirty Dancing,"['expect', 'usual', 'tedium', 'accompani', 'summer', 'catskil', 'famili', '17yearold', 'franc', 'babi']['Drama', 'Music', 'Romance']"
The Holiday,"['one', 'two', 'women', 'cameron', 'diaz', 'america', 'kate', 'winslet', 'britain', 'swap']['Comedy', 'Romance']"
The General's Daughter,"['campbel', 'militari', 'bodi', 'armi', 'capt', 'elizabeth', 'found', 'georgia', 'base', 'two']['Crime', 'Drama', 'Mystery', 'Thriller']"
Meet Joe Black,"['parrish', 'black', 'grim', 'reaper', 'come', 'collect', 'soul', 'megamogul', 'bill', 'arriv']['Fantasy', 'Drama', 'Mystery']"
Godzilla,"['san', 'francisco', 'ford', 'brodi', 'navi', 'bomb', 'expert', 'reunit', 'famili', 'forc']['Action', 'Science Fiction', 'Thriller']"
Miss Sloane,"['gun', 'ambiti', 'lobbyist', 'face', 'power', 'lobbi', 'attempt', 'pass', 'control', 'legisl']['Drama', 'Thriller']"
Freddy vs. Jason,"['freddi', 'krueger', 'evil', 'dreamdemon', 'devis', 'plan', 'manipul', 'unstopp', 'jason', 'vorhe']['Horror']"
Snatch,"['film', 'two', 'second', 'british', 'director', 'guy', 'ritchi', 'snatch', 'tell', 'obscur']['Thriller', 'Crime']"
Entourage,"['movi', 'star', 'vincent', 'chase', 'togeth', 'boy', 'eric', 'turtl', 'johnni', 'back…and']['Comedy']"
Bad Milo,"['horror', 'comedi', 'center', 'guy', 'learn', 'unusu', 'stomach', 'problem', 'caus', 'demon']['Comedy', 'Horror']"
Raising Arizona,"['coupl', 'coen', 'brother', 'tell', 'stori', 'absurd', 'yet', 'likabl', 'famili', 'unproduct']['Comedy', 'Crime']"
Rocky V,"['rocki', 'lifetim', 'take', 'shot', 'end', 'career', 'crook', 'account', 'left', 'broke']['Drama']"
Out of Africa,"['africa', 'life', 'karen', 'blixen', 'tell', 'stori', 'danish', 'author', 'begin', '20th']['Drama']"
Barry Lyndon,"['barri', 'nora', 'british', 'eighteenth', 'centuri', 'small', 'villag', 'ireland', 'redmond', 'young']['Drama', 'Romance', 'War']"
The Amityville Horror,"['hous', 'georg', 'lutz', 'wife', 'kathleen', 'move', 'long', 'island', 'dream', 'children']['Drama', 'Horror', 'Thriller']"
The Italian Job,"['croker', 'charli', 'pull', 'crime', 'lifetim', 'one', 'thing', 'plan', 'doublecross', 'along']['Action', 'Crime']"
Ali G Indahouse,"['prime', 'minist', 'ali', 'unwit', 'becom', 'pawn', 'evil', 'chancellor', 'plot', 'overthrow']['Comedy']"
"10,000 BC","['prehistor', 'epic', 'follow', 'young', 'mammoth', 'hunter', 'journey', 'unchart', 'territori', 'secur']['Adventure', 'Action', 'Drama', 'Fantasy']"
Defiance,"['brother', 'poland', 'base', 'true', 'stori', 'world', 'war', 'four', 'jewish', 'escap']['Action', 'Drama', 'History', 'War']"
Arsenic and Old Lace,"['mortim', 'aunt', 'brewster', 'newspaperman', 'author', 'known', 'diatrib', 'marriag', 'watch', 'marri']['Comedy', 'Crime']"
Green Lantern,"['call', 'green', 'lantern', 'fate', 'centuri', 'small', 'power', 'forc', 'warrior', 'corp']['Adventure', 'Action', 'Thriller', 'Science Fiction']"
Austin Powers: The Spy Who Shagged Me,"['austin', 'evil', 'diabol', 'genius', 'travel', 'back', 'time', 'steal', 'superspi', 'power']['Adventure', 'Comedy', 'Crime', 'Science Fiction']"
This Is Spinal Tap,"['spinal', 'tap', 'shine', 'light', 'selfcontain', 'univers', 'metal', 'band', 'struggl', 'get']['Comedy', 'Music']"
Automata,"['jacq', 'vaucan', 'insur', 'agent', 'roc', 'robot', 'corpor', 'routin', 'investig', 'case']['Thriller', 'Science Fiction']"
Mississippi Burning,"['fbi', 'small', 'town', 'two', 'agent', 'investig', 'murder', 'civil', 'right', 'worker']['Thriller', 'Crime', 'Drama']"
Sorcerer,"['crimin', 'oil', 'explos', 'four', 'exil', 'intern', 'run', 'hide', 'remot', 'nicaraguan']['Action', 'Thriller', 'Adventure']"
Parker,"['crew', 'thief', 'uniqu', 'code', 'profession', 'ethic', 'doublecross', 'left', 'dead', 'assum']['Action', 'Crime']"
Y Tu Mamá También,"['two', 'mexico', 'teenag', 'boy', 'attract', 'older', 'woman', 'embark', 'road', 'trip']['Drama', 'Romance']"
Ghost Ship,"['ship', 'discov', 'passeng', 'miss', 'sinc', '1962', 'float', 'adrift', 'bere', 'sea']['Horror', 'Mystery', 'Thriller']"
The Wizard of Lies,"['madoff', 'look', 'behind', 'scene', 'berni', 'massiv', 'ponzi', 'scheme', 'perpetr', 'public']['Crime', 'Drama', 'History', 'TV Movie']"
Man Down,"['haunt', 'afghanistan', 'war', 'veteran', 'attempt', 'come', 'term', 'past', 'search', 'famili']['Drama', 'Thriller']"
Kolya,"['czech', 'republ', 'director', 'jan', 'sverák', 'tell', 'oscar', 'win', 'film', 'stori']['Music', 'Drama', 'Comedy']"
Full Metal Jacket,"['pragmat', 'marin', 'observ', 'dehuman', 'effect', 'usvietnam', 'war', 'fellow', 'recruit', 'brutal']['Drama', 'War']"
Clinical,"['life', 'psychiatrist', 'tri', 'put', 'back', 'togeth', 'violent', 'attack', 'seek', 'repair']['Thriller']"
Kindergarten Cop 2,"['assign', 'recov', 'sensit', 'stolen', 'data', 'gruff', 'fbi', 'agent', 'goe', 'undercov']['Action', 'Comedy']"
Tenebre,"['american', 'writer', 'rome', 'stalk', 'serial', 'killer', 'bent', 'harass', 'kill', 'peopl']['Horror', 'Mystery', 'Thriller']"
Wild Things,"['teensocialit', 'kelli', 'van', 'ryan', 'richard', 'troubl', 'bad', 'girl', 'suzi', 'toller']['Thriller']"
Stories We Tell,"['filmmak', 'sarah', 'polley', 'interview', 'member', 'famili', 'look', 'back', 'decadesold', 'event']['Documentary']"
Casablanca,"['casablanca', 'morocco', 'decemb', '1941', 'cynic', 'american', 'expatri', 'meet', 'former', 'lover']['Drama', 'Romance']"
Grimsby,"['wrong', 'accus', 'run', 'top', 'mi6', 'assassin', 'join', 'forc', 'longlost', 'footbal']['Action', 'Comedy']"
The Invisible Guest,"['invis', 'guest', 'turn', 'young', 'businessman', 'wake', 'hotel', 'room', 'lock', 'insid']['Mystery', 'Crime', 'Thriller']"
Death Warrant,"['jail', 'prison', 'canadian', 'policeman', 'loui', 'burk', 'assign', 'investig', 'murder', 'jailor']['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Stealth,"['program', 'deepli', 'ensconc', 'topsecret', 'militari', 'three', 'pilot', 'struggl', 'bring', 'artifici']['Action']"
Lord of the Flies,"['strand', 'island', 'group', 'schoolboy', 'degener', 'savageri']['Adventure', 'Drama', 'Thriller']"
Eight Below,"['jerri', 'dog', 'mission', 'antarct', 'expedit', 'davi', 'mcclaren', 'sled', 'dog', 'trainer']['Adventure', 'Drama', 'Family']"
Resident Evil: Vendetta,"['bsaa', 'chris', 'redfield', 'enlist', 'help', 'govern', 'agent', 'leon', 'kennedi', 'professor']['Action', 'Adventure', 'Animation', 'Horror', 'Mystery', 'Science Fiction']"
Funeral in Berlin,"['stok', 'colonel', 'soviet', 'intellig', 'offic', 'respons', 'secur', 'berlin', 'wall', 'appear']['Thriller']"
The Oranges,"['man', 'hugh', 'lauri', 'affair', 'friend', 'muchyoung', 'daughter', 'leighton', 'meester', 'throw']['Comedy', 'Romance', 'Drama']"
The Anomaly,"['former', 'soldier', 'taken', 'captiv', 'awaken', 'back', 'van', 'learn', 'less', 'minut']['Thriller', 'Action', 'Science Fiction']"
Lakeview Terrace,"['coupl', 'young', 'interraci', 'move', 'california', 'dream', 'home', 'becom', 'target', 'nextdoor']['Drama', 'Crime', 'Thriller']"
Thumbelina,"['tini', 'girl', 'meet', 'fairi', 'princ', 'save', 'creatur', 'wood']['Animation', 'Drama', 'Family', 'Fantasy']"
Money Talks,"['money', 'talk', '1997', 'american', 'comedi', 'film', 'direct', 'brett', 'ratner', 'sought']['Action', 'Adventure', 'Comedy']"
Chitty Chitty Bang Bang,"['invent', 'eccentr', 'professor', 'wacki', 'machineri', 'seem', 'make', 'end', 'meet', 'revolutionari']['Music', 'Adventure', 'Fantasy', 'Comedy', 'Family']"
The Kingdom,"['team', 'govern', 'agent', 'sent', 'investig', 'bomb', 'american', 'facil', 'middl', 'east']['Thriller', 'Action', 'Drama']"
Her,"['oper', 'system', 'love', 'distant', 'futur', 'theodor', 'lone', 'writer', 'purchas', 'newli']['Romance', 'Science Fiction', 'Drama']"
Madagascar 3: Europe's Most Wanted,"['back', 'alex', 'get', 'penguin', 'new', 'york', 'marti', 'gloria', 'melman', 'travel']['Animation', 'Family']"
"New York, I Love You","['ten', 'citi', 'take', 'vignett', 'new', 'york', 'pickpocket', 'meet', 'match', 'young']['Comedy', 'Drama', 'Romance']"
Shakespeare in Love,"['shakespear', 'comedi', 'young', 'forc', 'stage', 'latest', 'romeo', 'ethel', 'pirat', 'daughter']['Romance', 'History']"
JFK,"['new', 'orlean', 'district', 'attorney', 'jim', 'garrison', 'discov', 'kennedi', 'assassin', 'offici']['Drama', 'Thriller', 'History']"
The Magnificent Seven,"['seven', 'gun', 'men', 'old', 'west', 'gradual', 'come', 'togeth', 'help', 'poor']['Adventure', 'Action', 'Western']"
Elektra,"['elektra', 'warrior', 'surviv', 'neardeath', 'experi', 'becom', 'assassinforhir', 'tri', 'protect', 'two']['Action', 'Fantasy']"
Sisters,"['two', 'disconnect', 'sister', 'summon', 'clean', 'childhood', 'bedroom', 'parent', 'sell', 'famili']['Comedy']"
